reviews,Negatif,Netral,Positif
dikaisn iyh domino pizzahut,False,True,False
psen large bner kaya roti topingnya dikit bgt,True,False,False
beda medium bnyak kejunyaknpa sperti ya mrasa rugi aja gt,True,False,False
ticket number not resolved yet,False,True,False
pizza pinggir nya kejunya ya nama pizza nya dl pesen lupa namanya,False,False,True
dominos_id skrng tidak ya liat app tidak,True,False,False
dominos_id kon apo gk ya skrng pizza cheese burst beli pizza yg dapet,True,False,False
ratnarendiany gass teh ngiler ngiler,False,False,True
eka_puspita hayuuu gas ken,False,True,False
ratnarendiany gaasss,False,True,False
kmren beli langsung outletnya rebuan ko shope food rebu bedanya yak beda harganya jauh bgt,True,False,False
crust cocok ultimate cheese melt,False,False,True
dominos_id kalo ultimate meat overload volcano cheese crust nya ht min cocok nya,False,False,True
wenakkk rekkkk,False,False,True
dominos_id aja belienakk bangett nagih suka suka keren,False,False,True
chease,False,True,False
beda aslinya tertawa udah beli kejunya dikit banget nyesel beli nyaa,True,False,False
dominos_id dm ga dibalass,False,True,False
suka yg senyum cinta,False,False,True
sedih suka keren apresiasi bagus senyum cinta kaget tertawa,False,False,True
enak bgt sumpah yg volcano jg enak bgt ya allah pgn nangisss bsk beli lagiiiii nangis suka suka suka suka suka suka,False,False,True
gara² menu seminggu bs x pesen efeksamping bb naikk meringis,False,False,True
fatricia_budiaty huuuu nangis,False,False,True
rika_yanti iya kmren w jg beli tp kejunya ga luber kya iklan yg iklan itumah kejunya udh tambahan jdi harganya jg nambah,True,False,False
kecewa pizzanya dingin klaimnya menit free apps nya tidak terbukti dm ig inipun minggu tidak respon,True,False,False
order app azan isya sampe jam blm pesanan status app delivery,False,True,False
pesanan dominos pos pengumben,False,True,False
seravinanathania dapetnya kering sedih krn udah dingin ya,True,False,False
kalo video beda realita mozanya gak ituu,True,False,False
favorite banget,False,False,True
dominos_id dimana vouchernya gada voucher,True,False,False
,False,True,False
favorit sih enak bgt,False,False,True
dominos_id online kaya grab gofood ultimate cheese yg rb beda nya,False,True,False
ajadspk_ pgnnnn iniiiiii,False,False,True
pesan via aplikasi nya tp gak dikasih struk nya sm bang kurirnya pdhl ikutan event nya parah sih,True,False,False
fav nih,False,False,True
enak bgt kemaren udah kelapa gading senyum cinta,False,False,True
porsi kecil ga pengen,True,False,False
brp harganya,False,True,False
𝖡𝗂𝗌𝖺 𝗅𝖾𝗐𝖺𝗍 𝗀𝗋𝖺𝖻 𝖿𝗈𝗈𝖽 𝗀𝗄 𝗄𝖺𝗄,False,True,False
enakk parahh,False,False,True
dominos_id promo papi duo pembelian dimana kak,False,True,False
dominos_id nggk skali,False,True,False
harga brp stlh diskon min,False,True,False
jd kena brp min,False,True,False
min cek dm,False,True,False
kepengen ngiler hafiznafilah,False,False,True
dominos_id,False,True,False
terbaeekkk nih favorit senyum bintang,False,False,True
la tu promosi gak bikin ribet senyum cinta,True,False,False
dominos_id dpt brp box pitza kak varian ap yaaa,False,True,False
kalo app mesennya gimana sih min,False,True,False
pesan gimana biar persis gtu yg komen isiannya gk sesuai tertawa,True,False,False
dominos_id yg promo papi duo persis ky gtu gk min,False,True,False
discon gak,False,True,False
dominos_id diskon smp kak,False,True,False
yg video pizza aja ya min,False,True,False
promosi gak yaang pie supreme cheese min dominos_id,False,True,False
dominos_id pembelian min,False,True,False
berapaan min,False,True,False
dominos_id kk promonya,False,True,False
rb udh diskon,False,False,True
ka delivery ga takeaway apk,False,True,False
dominos_id tapiii beli an kena ongkir min,True,False,False
dominos_id applikasi domino nya kak min,False,True,False
pizza kecil,True,False,False
min promonya,False,True,False
mauuu paket nya nama nyakk,False,False,True
jember gak,False,True,False
bln niv berlaku ga,False,True,False
gimna ordernya kk,False,True,False
sampe tanggal min,False,True,False
valerian_evander mending nyet,True,False,False
udh download tpi gak ka,False,True,False
pajak kk,False,True,False
dominos_id brpa kk,False,True,False
halidddd_ emg lu doyan pizza,False,False,True
ambil sendri store delivery y min,False,True,False
makasih domino udah ciptain paket iniberkat paket teraktir teman team ku murce keliatan wahedisi ulta akoh senyum cinta,False,False,True
beli syg dhysn,False,False,True
dominos_id oke kak thanks yaaa senyum,False,True,False
kaget kotak pizza potong maksudnya kotak gitu,False,True,False
larange,False,True,False
besok beli bangdaus,False,True,False
pontianak ga ya,False,True,False
dah x beli paket tidak sprti video topping saosnya dkit tertawa,False,False,True
dominos_id wahh gak prnh foto min tp klo cek apk udah unistll kmrn lusa apknya tertawa,True,False,False
gimana,False,True,False
dipalembang gk,False,True,False
pesannya mn kk,False,True,False
sampe kak,False,True,False
nyoba order aplikasi gabisa nggak salah khusu pengguna,True,False,False
alamat nya app blm lengkap ya gk mencangkup daerah ku jakarta,True,False,False
dominos_id baik kak mojokerto coba gabisa kirim dm ya sopan,True,False,False
dominos_id langganan dominos sih apk beli suka,False,False,True
ongkirnya,False,True,False
dominos_id temasuk banyuresmi,False,True,False
pas nih mih rizkyakmala qta kn b,False,True,False
dominos_id sampe min promo nya,False,True,False
mufid_irfan_ iya bener sy beli yg kyk gini yopingnya bgtga sesuai iklan nya b ajamending langsung yg gede puas tertawa,False,False,True
ayou_parker cuss anaasusan hllryclrnd dania_utami tertawa,False,False,True
dominos_id cabang donk pontianak,False,True,False
hallo kak beli paket langsung store online aja,False,True,False
ngga pake keju cuman mayo,True,False,False
ongkirnya selangit gak,False,True,False
emang paket reguler topingnya,False,True,False
domino asalnya,False,True,False
berlaku min,False,True,False
dus pizza slize,False,True,False
order nya gimana min,False,True,False
dominos_id beli shopeefood tp topingnya ga kaya video senang,True,False,False
dominos belum sertifikasi halal ya,False,True,False
dominos_id ongkir btp brp,False,True,False
cra ny gimn kak,False,True,False
emng bnr t kakak pidza pulh sembiln,False,True,False
benrkh kak pidza pulh sembilkh,False,True,False
langsung dibeli geraigerai domino promosi nya,False,True,False
berlaku ga blan,False,True,False
take awaykk,False,True,False
aplikasinya ga ngorder alesannya jarak min,False,True,False
ga claim kupon reel app tulisannya sorry were having technical difficulties please try again,False,True,False
pizza mania ready ta min,False,True,False
cek harga,False,True,False
yallah yallah,False,True,False
dominos_id klo kena pajak brapa,False,True,False
ahh pesan isinya gak tertawa,True,False,False
dominos_id okk min next klo pesan udah lama gak pesan krn gak sesuai ama namanya sedih next coba lg,True,False,False
klau harga nya beda kah kak sopan,False,True,False
halal ga min,False,True,False
min lu ngasih code pocer gmna si gak trus,True,False,False
min tutor pke code ny gak trus,True,False,False
phili cheese steak udah ga ya min,False,True,False
olahan dagingbukan daging,True,False,False
mna ad daging ny gt keju ny aja dikit bgt tertawa,True,False,False
mah cmn ikla aslinya pizza ny kek pizza margerita,True,False,False
afdo_syahrilian pizaa by amar,False,True,False
order gimabaya,False,True,False
k domino lgsung ky nya g sgni hrg nya,True,False,False
promo yg ulangtahun gk min tertawa,False,True,False
buka cabang sampit kalteng hehehe,False,True,False
kalo menu dibikin video min bagus biar tawarkan temen²,False,False,True
pizza yg ribu uk brp ya,False,True,False
min pakai pinggiran jenis pizza,False,True,False
dominos_id clasic handtossed kah,False,True,False
dominos_id gak order via aplikasi makan nya lokasi delivery,False,True,False
dominos_id mah bukn vocher tp emng pket medium sprti,True,False,False
slmt sore minada promo min,False,True,False
ukuran large min,False,True,False
k,False,True,False
dominos_id yg medium promo gk,False,True,False
min tolong cek dm ya,False,True,False
tolong kasir cewe indomaret wanasari karawang shift pagi tgl training tidak ber attitude tidak senyum sedikitpun judes jutek astaghfirullah ko keterima orang model dibawa kerjaan sampe konsumen kena imbas nya mood gak baik terpaksa laporkan semoga dinotice ya,True,False,False
kode referal indomaret poin ai,False,True,False
kadek_shantie kak paham bgt gimana kalo dipikir kyknya si kasir gabakalan sampe segitunya kalo ga target sebegitunya yakan nangis kasian sebenernya karyawan idm yg dimana target sesuai atasan gatau gimana karyawan berusaha biar target terpenuhi nangis,True,False,False
indomaret kalo karyawannya ogah delivery gausah dibikin program pesan deh,True,False,False
min dikatalog promo tora cafe fisirsbaya brgnya byk yg kosong,False,False,True
udh beli yg biru size berbeda emang sebagus sih kepake banget,False,False,True
admin voucher rb pembelian tiket kereta expo kmrn menukarnya,False,True,False
wow,False,True,False
udah bawa kantong belanja sndri ttep masukin kresek perak beli teh botol sosro tulis struk ga jelas lama,True,False,False
dwirahayuningsih beneran udah edisi ngukus nugget menit aman,False,False,True
bagus senyum cinta,False,False,True
beda ukuran,False,True,False
jastipbymaliq biarpun ditutup aman kak,False,True,False
nonafhi_ pecah,False,True,False
_melindaputri gak beli yg gede aja,True,False,False
reshapakasiiiii kalo tutupnya plastik ka ga pake tutupnya kalo ngukus,False,True,False
beli juice indomaret fresh bratang surabaya tidak struk indomaret indomaret_surabaya,False,False,True
ridho kasih sedekah perak bu bayar parkir rb parkir liar tertawa,False,False,True
kak kupon clbk ngilang yg cb rb pdhal smpe tgl nov batas penukaran nya,False,True,False
itskieky betulllllll kaaakaaaa gregetann denagn indomarett ratusan x palak perak perakk perakkk langsung membulatkan sendri belajnja abis dibilang rebu nominal yaaa tolong berjualan yg baik pegawae dehh disuruh palakin pembeli tinggal tukar recehhhhh beres,True,False,False
indomaret udah dm smlm coba aja liat,False,True,False
halo kak sampe yaa,False,True,False
indomaret halo kk tolong cek dm ya kak permasalahan q yg belom selesai,False,True,False
indomaret email blm smpe skrg,False,True,False
ngebakmi yuuuuuuu,False,False,True
siti dewi aisyah,False,True,False
mohon maaf min lapor kemarin adik belanja indomaret toilet udah selesai salahsatu kariawan tidak sopan rusoh kabeh bahasa indonesia kotor alhasil adik kesal gak benja ido maret pengalaman tsb alamat indomart jalan raya kapas kabupaten bojonegoro,True,False,False
syarat jadimember ka,False,True,False
dwirahayuningsih aman udh coba yg warna biru periode thn semalam ya klu salah,False,True,False
nonafhi_ bagus gak kualitasnya,True,False,False
ku borong min wkwkwk warna biru gak kehabisan wkwkwk sukak banget suka,False,False,True
woh murahhh senyum cinta,False,False,True
indomaret suhu ya ka yg panasnya,False,True,False
beneran ka,False,True,False
min hot wheels fnf open in senyum cinta,False,False,True
indomaret udaaaah dooong,False,False,True
berlaku pembelian gas air galon tebus murah,False,True,False
gilar ku suka belanja klik aja tertawa suka lbh murah,False,False,True
min,False,True,False
woiii klik indomaret muter muter doang pesen nih termenung tidak senang,True,False,False
makassar udah belum,False,True,False
halo kak tolong buka dm ya balas permasalahan akun klik sopan,False,True,False
kalo belanja d indomart jarang dikasih struk minn,True,False,False
uk aslii baguss bahan kaca nya tebal bngt senyum cinta,False,False,True
haloo min tolong bls dm ya sopan,False,True,False
orang bersedekah dipaksa orang bersedekah kagak iklhas dipaksa apapun dipaksa ujung ujungnya kagak nyaman emang terpaksa,True,False,False
nunggu piring mangkok kaca warna putih minn,False,True,False
mohin info min knp stamp point gak dtukarkan yak nukarkan beli point coffe stamnya gak bs ditukarkan mohon bantuannya min,True,False,False
indomaret d tunggu ya kk,False,True,False
pesan via aplikasi sdh pakai pengiriman express tp sdh jam gak dikirim mendengus,True,False,False
indomaret,False,True,False
klo top up isaku tebus murah jga ga min,False,True,False
meeliniaf ngga uget nya kak,False,True,False
mohon penjelasan pemakaian indomaret poin ya,False,True,False
bagosos lumut hijau kak bahaya bakterinya,False,True,False
bagosos anak smpek keracunan yg bayi,False,True,False
meeliniaf sedih masak iya sih ngga cek in gitu kemaren istri gitu beli susu exp,True,False,False
gacorr,False,True,False
info pempes yg promo,False,True,False
selamat sore indomart dian ayu alamat kecamatan pringsurat kabupaten temanggung komplain driver truck indomart mengirim barang indomart cabang rejosari pringsurat temanggung bersifat arogan menantang berantem posisi mobil parkir halaman indomart posisi indomart belanja bentak bawa anak posisi jalan raya jogja semarang hujan posisi truk indomart menghalangi menyebrang driver bentak ngajak berantem bawa anak umur tolong indomart tindak lanjuti,False,True,False
beli d indomaret kembaliannya ga ujungnya d donasiakn nominalnya tpi keseringan tujuan donasinya ga jelas sediakn uang receh banyk,True,False,False
eh njing tolong klau promo dah gk brlaku dicabut harganya meleleh,True,False,False
nih min harga aplikasi klik indo toko indo emng beda thaaa,False,True,False
min potongan beras dipake beras merek,False,True,False
klo rejeki beli minuman diskon kadaluarsa lama apresiasi bagus apresiasi,False,False,True
admin ga login aplikasi indomaret pointku nomor verifikasi ga diterima,True,False,False
min indomaret nomor yg daftarkan member nomor wa telpon gak aktif ganti nomor yg telpon aktif,False,True,False
indomaret nomor yg telpon aktif gak wa nomor yg d daftarkan member ganti,True,False,False
min info indomaret klo promo tanggal brpa,False,True,False
indomaret yg daftarkan telpon whatsapp min telpon gak bisamisal ganti nomor yg telpon min,True,False,False
indomaret kalo karyawannya ogah delivery gausah dibikin program pesan deh,True,False,False
tolong hilangkan tukang parkir indomaret perbanyak kursi bengong hiburan kaum nangis,False,True,False
beli beras larisst premium nasinya ngak pulen kering nasinya berasnya bau beras bulog,True,False,False
cs lelet merespon indomaret,True,False,False
uangnya ga verendmrclln,True,False,False
yg komplain diperbaiki nge ghosting verendmrclln,True,False,False
gak kalo laporin spv indomaret bandung yg dzolim personil toko nya kalo sedih,True,False,False
kariawan indomaret diajarkan menawarkan kantong plastik klo beli kadang lucu bgt beli nanya kantong tidak klo ptong k gpp konsekuensi nya beli indomaret beli kantong tak kadang lucu pembeli tanyain gtu gi etis aja gtu,True,False,False
min beli mangga harum manis aplikasi klik indomaret harga keterangan kg pembelian x pesanan mangga biji komplain engga respon cepat,True,False,False
indomaret sdh dm silahkan cek,False,True,False
indomaret tanjung tu min bermasalah viral jdi males blnja indomaret,True,False,False
indomaret min belanja indomaret pakai tapcash bni gak,False,True,False
min komplen dongg tdi plng kerja beli makan kucing harga barang cmn rebu pas bayar kasir ribu gmna si udh gth belnja ga kasih struknya,True,False,False
tolong bilangin tuh pegawainya indomaret cicadas desaa,True,False,False
udah mah belnja ga kasih struk nya udh gth ga sesuai harga yg barang nya hadeh,True,False,False
kalo ga percaya buka tuh cctv,False,True,False
indomaret udh ya dm tolong kasih tau,False,True,False
diskon senyum cinta,False,False,True
tolong baca dm min penting,False,True,False
min promosi minyak murah harga minyak gak murah min mending gak promosi minyak murah sehari besok langsung kocak,True,False,False
min lapor transaksi belanja ditanyain member tpi lupa bawa hp si kasir main scan barkot member izin lega,True,False,False
mayan belanja abis rebong,False,False,True
teliti min pegawai nya customer etika nyaa kurang baik menyepelekan,True,False,False
turunin harga malrboro filter merah mutih min,False,True,False
indomaret belanja toko harga label rak nya bos promosi tanggal pas scan komputer aneh,True,False,False
min pesananku gak diambil gimana sesuai alamat pesanan ditoko gak cancel gak udah dibayar lunas,True,False,False
klau blanja sdikit d indomaret tdak d ksi kantongan kah,False,True,False
klau blanjaan sdikit d indomaret tdak d kasi kantongan kah trus knpa d input kantongan plastiknyagiliran lbih rupiah langsung d genapkan jadiin byarnya nambah blanjaan gak pkai kantonganmiris,True,False,False
min knp pesanan sy via klik indomart batalin trsudh x pdhal urgent banget,True,False,False
cashback belanja pembulatan harga ntar duit konsumen dipotong izin alasannya sistem donasi kemanusiaan gimana sih etikanya,True,False,False
knp belanja k stamp undiang mobilnya tidak nambah scan qr,True,False,False
stamp lumayan isi data gak diselesaikan prosesnya baik undian motor mobil ya indomaret kejujuran utama berbisnis harapan bikinlah harapan mendekat kenyataan permudahlah orang menggapai harapan sistemnya dipersulit sistem aplikasi terkunci tidak penukaran stamp dusta butir zarah bisnis dibangun selamat jaya,True,False,False
silalahineni pilihan menyelesaikan tukar stamp abuabu gak diklik,True,False,False
indomaret jawabnnya gak nyambung,True,False,False
indomaret jawabannya gini lempar sanasini,False,True,False
tsu_jumoko yups bgt kalo ga member ya gabakal inget beda kalo toko merah member,True,False,False
tanggal brapa min,False,True,False
bangke,True,False,False
asu,True,False,False
tolol,True,False,False
kacrut,True,False,False
jancok,True,False,False
anj,True,False,False
memek,True,False,False
tolol,True,False,False
sialan,True,False,False
goblok,True,False,False
bacot,True,False,False
bangsat,True,False,False
kampret,True,False,False
bangkee,True,False,False
berak,True,False,False
kontol,True,False,False
bego,True,False,False
setan,True,False,False
bajingan,True,False,False
anjing,True,False,False
brengsek,True,False,False
tai,True,False,False
peler,True,False,False
keparat,True,False,False
monyet,True,False,False
pepek,True,False,False
kntl,True,False,False
pantek,True,False,False
ler,True,False,False
titit,True,False,False
bokep,True,False,False
tempik,True,False,False
bejat,True,False,False
tol,True,False,False
puki,True,False,False
sundal,True,False,False
dancok,True,False,False
bahlul,True,False,False
nyet,True,False,False
lonte,True,False,False
coli,True,False,False
bgst,True,False,False
nurri_yanie status berhasil gmna kak status berhasil saldo ga masuk rekening,False,True,False
aliy_ status proses saldo udh berkurang tpi blm msuk dri malem,False,True,False
saldo ovo gimana udah kemarin,False,True,False
aliy_ keterangan mah berhasil tp yg bank ngga masuk,True,False,False
nurri_yanie kaya status berhasil saldo ga masuk rekening,True,False,False
aliy_,False,True,False
admin ovo transaksi knapa proses sampe min,False,True,False
dimass sory ka blm transaksi ovo,False,True,False
min baca dm astaga,False,True,False
aliy_ samaaaa,False,True,False
cek dm ovo_id,False,True,False
diviralin biar tanggung dibalikin duitnya,True,False,False
balas dm min,False,True,False
nurri_yanie udah masuk belum kak,False,True,False
imam_kingers udah masuk belum kak,False,True,False
rachmadsatrio udah kaa,False,True,False
,False,True,False
imam_kingers,False,True,False
,False,True,False
admin ig nya aja gk responsif gini kecewa,True,False,False
saldo habis bayar admin,True,False,False
biaya tf kemahalan gak kayak sebelah gratis e walet,True,False,False
saldo sdah nunggu belum masuk lapor terkait ovo_id menyusahkan nasabah oeringatkan sdah email tidak dibalas,True,False,False
tolong balas dm,False,True,False
aplikasi pelit gak eventnya,True,False,False
ohoo,False,True,False
nunggu promo invest bareksam minovo,False,True,False
mantap bang palikasih saran aja kurangin biaya tf bank,False,False,True
min mohon baca dm nya,False,True,False
tertawa,False,False,True
ovo_id sy transfer saldo udah potong transaksi ngga masuk,False,True,False
ovo gmna transfer status sukses saldo ga masuk rekening udah hubungi via email ga,False,True,False
ovo ganguan apaa,False,True,False
ga transfer,True,False,False
ampuuuunn semalem gak bisaa transfer sedih marah,True,False,False
gk tf bank nih ovo_id,False,True,False
ohh dikirain punyaa gua doank gak tf ya,True,False,False
xx_brnds udah belom bang,False,True,False
utay_ belom bang udh rugi k,True,False,False
xx_brnds miriisss bgt ovo ampuunn daahh sedih mending maintenance tuh notifikasi biar gak simpen saldo ovo laahh inii dateng dateng maintenance emang duitt diaa kocak bjjiirr tertawa,True,False,False
gangguan kah gabisa transfer min,True,False,False
gimana ovo gak tf bank,False,True,False
perkiraan sampe min maintenanceovo_id,False,True,False
ovo_id ya dikasih informasi aja ga transfer gangguan sampe gitu looo,True,False,False
please klau maintenance umumin min sedih,True,False,False
helooki_ udah blm ka tf blm,False,True,False
susah yg ovo kafirunjadi aada kendala susahnya ampun,True,False,False
her_ngaranku udh bangkrut,True,False,False
_bintangfa udah kak,False,True,False
helooki_ blom bisabarusan tf,False,True,False
adzkiazafira udah tan,False,True,False
transaksi tidak detail transaksi nya saldo terpotong tolong respon,True,False,False
tf bank saldo dah kepotong dananya belum masuk tidak struk nya gimana ya,True,False,False
ya habis dm ig nge dm ig mengaku ovo,True,False,False
razkapratama bro udh solusi kah,False,True,False
laman ucard ovo ga diurus ya,False,True,False
kirain mo bilang maunya tertawa,False,True,False
kntll emg aswwww,True,False,False
transfer x jam tanggal proses aja gajelass aswww asww ovo kntolll,True,False,False
ovo tidak memuaskan nasbah,True,False,False
minn bantuannya habis ketipu transfer ovo sedih,False,True,False
ovo the best bagus,False,False,True
masuk ovo ko kode verifikasi gak masuk yah,True,False,False
kak cek dm transfer gak masuk,False,True,False
kmblikn saldo,False,True,False
mohon tf belum masuk,False,True,False
pakai ovo nyaman aja,False,False,True
halo min top up ovo mbanking bca ga masuk ya saldonya saldo mbanking berkurang gimana ya hubungin cs nya susah banget,True,False,False
saaeca kakkk udah update blm saldonya udah masuk,False,True,False
saaeca belum masuk top up gimana ya sedih,True,False,False
senang transferan pakai ovo senyum cinta,False,False,True
sweet month ya min suka,False,False,True
ovo saldoku gak balik²keterangan berhasil tp ngga masuk pembayaran tp saldo berkurang,True,False,False
haha ga sih transfer ga masuk chat cs gada respon wkwkwkwkwk,True,False,False
saaeca kak gimana udah masuk,False,True,False
ratna_afra kak gimana udah masuk,False,True,False
kopi_gulaaaa alhamdulillah udah kk,False,False,True
ratna_afra gimana nya kak,False,True,False
saaeca kak info gimana,False,True,False
yaelah gini bgt make ovo hbis top up ga masuk² chat admin² ga balas,True,False,False
nurri_yanie kak gitu,False,True,False
muhammadilham bgt sedih,False,False,True
nurri_yanie sma ka in pny jga ngk bdhl tfny udah brhsil sedih,True,False,False
kopi_gulaaaa telpon cs dm lagsung ig ovonya kak tunggu dananya masuk,False,True,False
saldo ga masik kemarin mohon bantuannya tanggal november kendala cek pesan dm bya,True,False,False
call center membantu nya telepon ajah susah gimana oy ovo,True,False,False
tips bermanfaat suka,False,False,True
bener banget tuh bagus,False,False,True
giliran laporan bot,False,True,False
min bantu akun lupa nomor nya gak aktif dibantu akun ovo ovo_id,False,True,False
gimana nih udh minggu transfer rekening bank ga sampemalah apk ovo nya d tangguhkan marah,True,False,False
ovo bagus bagus,False,False,True
dicoba nihh tertawa,False,False,True
ovo tu mantap nian byk keunggulan yo yg cari,False,False,True
ya yg slide,False,True,False
min topup pulsa data ko ga masuk yaaa proses mulu,True,False,False
ovo mantul bagus,False,False,True
transfer saldo ovo senyum cinta,False,False,True
sukses ovo_id,False,False,True
hadiah senyum cinta,False,False,True
masu log in ovo skrg tdk menerima kode otp via whatsapp,True,False,False
tolong solusinya,False,True,False
mantap ovo,False,False,True
trf skrg gw bombardir trsan kolom komentar grabmerchantid ovo_id,True,False,False
pengaduan ga respon,True,False,False
ovo gilaaa orang top up saldo nya nggak masuk,True,False,False
duh beneran donk bagus,False,False,True
serius minn senyum cinta,False,False,True
min gimana nih barusan top up livin mandiri saldo terpotong saldo ovo tidak,True,False,False
halo ovo ko top up tidak masuk,True,False,False
min gmna nih barusan top up bni saldo terpotong gak masuk ovo,True,False,False
adjieputra kak,False,True,False
error ovo,True,False,False
min aq top up koq saldo y,False,True,False
adjieputra skr gimana kak udh masuk blm,False,True,False
elfrida__hutabarat yg nelpon dr ig menipu,True,False,False
belum kak,False,True,False
adjieputra belum,False,True,False
zaaal hati² kak tau yg nelpon dr ig call center nick nya,False,True,False
jgn tanggapi,False,True,False
adjieputra iya kak barusan biarin,False,True,False
adjieputra barusan blok akunnya,False,True,False
driver grab aryosadewo semoga dapet hadiah min amiin ovo_id,False,True,False
keren nih hadiahnya,False,False,True
thebest,False,False,True
terimakasih min saldo ovo yg kemarin bermasalah terselesaikan bagus,False,False,True
akun resmi ovo waspada,False,True,False
nge dm akun nanyain kendalasetelah menit ad yg masuk dm mengatas namakan call center ovosaya ngikutin langkahnya kirain ovo ketipu ya allah sedih,True,False,False
yosuvynd ovo_id,False,True,False
min tolong perbaiki ovo nya top up ga masuk masuk saldo udah potong,False,True,False
top up bri mobil banking saldo rekening terpotong saldo ovo gk masuktolong konfirmasihnya,False,True,False
amikology y sm belum masuk jg saldoku dr jm top up sampe sekrng ga masuk,True,False,False
ovo_id halooo ovo hidup,False,True,False
hello isi ovo dri mbanking uda berhasil d mbanking gak ovo,False,True,False
citraarum sampe blm,False,True,False
ovo_id email laporan aplikasi ovo telepon ga nyambungnyambung laporan,False,True,False
amikology coba d restart aja hp nya td gini gak masuk top up nya trus hp nya restart trus masuk saldo nya coba aja,True,False,False
ovo transfer bank belum masuk juta gimana ovo pengaduan ngga tanggapan,False,True,False
udah normal lg gaess restart hp tp,False,True,False
mimin gimna topup seabank gak masuk,False,True,False
kali min gangguan tu informasikan story app nya jgn silent treatment,True,False,False
amikology sj,False,True,False
min gimana topup kemaren gak masuk udah email cs ovo gak feedback sampe skrg,True,False,False
amikology laporan top up tdk masuk saldo yg tinggal ribu raib tertawa,True,False,False
ovo_id ovoooo ovoooo,False,True,False
ovo_id lapor top up tidak masuk saldo ribu raib sisa perak tertawa,True,False,False
reka_anggraini ovo_id lapor top up tidak masuk saldo ribu raib sisa perak tertawa,True,False,False
ko isi saldo ovo tetep ga masuk,True,False,False
top up ovo k gak saldo ovo banking terpotong sedih,True,False,False
halooo tf bank keterangan msih dlm proses aja udh jam saldo ovo potong,False,True,False
top up gw gimana woiii,True,False,False
makasih infonya min,False,True,False
mauuu dongg senyum cinta,False,False,True
mantul,False,False,True
harieshock gmn info skrng bg,False,True,False
herpinnnn alhamdulillah udh masuk bang laporan aja ovonya bang jgn bosen sampe direspon,False,False,True
ovo_id halo kak gimana ya tf bank diproses udah sabar nunggu xjam gaada respon,False,True,False
martaauliain sya ga masuk,False,True,False
asing udah chat pusat bantuan sma emailnya kak,False,True,False
ovo_id udah chat email gaada balesanya gimana sih,True,False,False
respon min,False,True,False
harieshock ijin bg lihat dm,False,True,False
jg isi saldo dri indomaret hack min gimana seh aplikasinya buruk banget protect pelanggannya kaget,True,False,False
toling selidik korbannya ojkindonesia ojk_cirebon ojk_jawabarat,False,True,False
mohon diproses,False,True,False
ovo error ya,True,False,False
yuhuuuuu mantap banget hargaaanyaaa senyum cinta,False,False,True
min qris ko belum masuk masuk,True,False,False
bales min tf pake qr ko belum masuk,True,False,False
respon,False,True,False
ni pakai ovo gk ad kendala,False,True,False
senyum senyum mimin tolong tarik tunai alfamar jg biar nga jauh klu indomaret lumayan jauh suka suka suka trimksh,False,False,True
min topup gk masuk,False,True,False
adminnya lambat bls email,True,False,False
tambahfollowerlikeviews,False,True,False
cahya udah masuk belum ka,False,True,False
waaa seru sihhh senyum cinta,False,False,True
ovo gimana sih barusan top up saldo via mobile banking bca saldo rekening terpotong saldo top up tidak masuk mengecewakan ovo akhirakhir mengantuk,True,False,False
amikology cuy,False,False,True
min top up d seabank saldo d seabank terpotong d ovo blm masuk saldo nya kecewa sedih,True,False,False
amikology bang,False,True,False
min cek dm,False,True,False
amikology telpon customer service sibuk,True,False,False
amikology bang,False,True,False
amikology sampe coba mobile banking hasilnya saldo bank kepotong tp ovonya ga top up senyum terbalik cs nya lemot naudzubillah,True,False,False
ovo error ya sampe x top up tp saldo gk berubah sampe salah rek stlh cek bener rekening ku tlg dikembalikan saldo ku,True,False,False
halo ovo sy barusan topup bca tp ga masuk ya sampe topup kali,True,False,False
barusan top up ovo ko ga masuk saldo ny ya saldo sy udh terpotong,True,False,False
amikology tumben ovo gini ya,False,True,False
min cek dm,False,True,False
amikology bank sampe skrng blum bertambah saldonya sedih,True,False,False
min kowe rapopo,False,True,False
amikology om sedih,True,False,False
helpppptop up ovo gak bisaapdhl transfer udh berhasilgimana laporan jg gak bisaaa,True,False,False
kaka baca dm,False,True,False
ovo_id ditelpon gk diangkat kirim emal gk dibales,True,False,False
amikology nih jga ga masuk masuk cs nya tlpn ga satupun angkat email jga ga hasil,True,False,False
tolong ovo transfer kemarin gk masuk d e mail lambat balesnya,True,False,False
terima kasih info nya,False,True,False
selfie naek alphard taksi keren,False,False,True
bagus banget suka keren,False,False,True
min tlg cek dm,False,True,False
nonaliza selamat malam nonaliza dm nay respon ya tks u,False,True,False
ndak kak takut bawa supir ugal an v,True,False,False
min tolong cek dm,False,True,False
driver lu tuh ugalan centil banget godain orang pulang kerja,True,False,False
mesennya gimana,False,True,False
dalisayluv kali tandai mbak no taksi nyajgn nuduh gk bukti,True,False,False
alhamdulillah kemarin,False,True,False
fahrizal_ coba kakbaru merasakan mencoba lho,False,False,True
hmmm nyaman taxi vinfast taxi yg jdi calon saingan tertawa,False,False,True
byd e gen terbaru bagus mantap bluebirds keren,False,False,True
satriablacklory cobain kaka,False,False,True
bluebird terbaikkkk bukti liat video lord xaivul,False,False,True
satriablacklory jelas bb,False,True,False
jakarta driver bandung unit kayak,False,True,False
